Order ID;Line ID;Customer ID;Customer Name;Ship To ID;SKU;Product Name;Quantity;Branch/DC;Order Date;ERP Entry Date;Customer Requested Date;Promised Date;Invoice Date;G/L Date;Actual Receipt Date
O00000056;L000000156;C000619;PharmaPluz NL #0619;S0000919;NW-MULTI;Multivitamin Daily;17;BE-DC1;03/07/2023 00:00;03/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000064;L000000172;C000735;Auchon RO #0735;S0001079;NW-VITD;Vitamin D3 2000IU;165;BE-DC1;03/07/2023 00:00;03/07/2023 00:00;16/07/2023 00:00;16/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000064;L000000173;C000735;Auchon RO #0735;S0001079;NW-MULTI;Multivitamin Daily;140;BE-DC1;03/07/2023 00:00;03/07/2023 00:00;16/07/2023 00:00;16/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000085;L000000222;C000658;NutriPharm PL #0658;S0000974;NW-MULTI;Multivitamin Daily;37;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;12/07/2023 00:00;12/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000085;L000000223;C000658;NutriPharm PL #0658;S0000974;NW-VITD;Vitamin D3 2000IU;15;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;12/07/2023 00:00;12/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000085;L000000224;C000658;NutriPharm PL #0658;S0000974;NW-VITC;Vitamin C 1000mg;15;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;12/07/2023 00:00;12/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000094;L000000249;C000469;HealthPoint IT #0469;S0000693;NW-VITC;Vitamin C 1000mg;3;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;12/07/2023 00:00;12/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000094;L000000250;C000469;HealthPoint IT #0469;S0000693;NW-MULTI;Multivitamin Daily;31;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;12/07/2023 00:00;12/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000100;L000000264;C000307;Edekae FR #0307;S0000450;NW-MULTI;Multivitamin Daily;233;BE-DC1;03/07/2023 00:00;03/07/2023 00:00;16/07/2023 00:00;16/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000103;L000000270;C000271;GymMart FR Online #0271;S0000399;NW-VITD;Vitamin D3 2000IU;1;BE-DC1;01/07/2023 00:00;03/07/2023 00:00;05/07/2023 00:00;05/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000132;L000000343;C000279;CarePharm FR #0279;S0000409;NW-VITD;Vitamin D3 2000IU;7;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000174;L000000455;C000219;Tesko EE #0219;S0000323;NW-COLL;Collagen Powder 300g;49;BE-DC2;02/07/2023 00:00;03/07/2023 00:00;17/07/2023 00:00;17/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000190;L000000497;C000211;WellKart EE Online #0211;S0000313;NW-MULTI;Multivitamin Daily;7;BE-DC1;04/07/2023 00:00;04/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008871;L000000385;C000873;Tesko SE #0873;S0001283;NW-MULTI;Multivitamin Daily;68;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008871;L000000387;C000873;Tesko SE #0873;S0001283;NW-VITC;Vitamin C 1000mg;177;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008871;L000000388;C000873;Tesko SE #0873;S0001283;NW-VITD;Vitamin D3 2000IU;133;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008872;L000000386;C000873;Tesko SE #0873;S0001283;NW-SLEEP;Sleep Support Gummies;56;BE-DC2;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008877;L000000487;C000167;Aldii CZ #0167;S0000249;NW-VITD;Vitamin D3 2000IU;222;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008877;L000000489;C000167;Aldii CZ #0167;S0000249;NW-VITC;Vitamin C 1000mg;245;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008878;L000000488;C000167;Aldii CZ #0167;S0000249;NW-COLL;Collagen Powder 300g;77;BE-DC2;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008893;L000000225;C000797;Intersportt SI #0797;S0001165;NW-VITC;Vitamin C 1000mg;65;BE-DC1;01/07/2023 00:00;03/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008893;L000000228;C000797;Intersportt SI #0797;S0001165;NW-MULTI;Multivitamin Daily;128;BE-DC1;01/07/2023 00:00;03/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008894;L000000226;C000797;Intersportt SI #0797;S0001165;NW-SLEEP;Sleep Support Gummies;20;BE-DC2;01/07/2023 00:00;03/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008894;L000000227;C000797;Intersportt SI #0797;S0001165;NW-COLL;Collagen Powder 300g;65;BE-DC2;01/07/2023 00:00;03/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008911;L000000191;C000404;Tesko HU #0404;S0000601;NW-SLEEP;Sleep Support Gummies;86;BE-DC2;02/07/2023 00:00;02/07/2023 00:00;15/07/2023 00:00;15/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008912;L000000192;C000404;Tesko HU #0404;S0000601;NW-VITC;Vitamin C 1000mg;725;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;15/07/2023 00:00;15/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008912;L000000193;C000404;Tesko HU #0404;S0000601;NW-MULTI;Multivitamin Daily;130;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;15/07/2023 00:00;15/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00008912;L000000194;C000404;Tesko HU #0404;S0000601;NW-VITD;Vitamin D3 2000IU;63;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;15/07/2023 00:00;15/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00
O00000025;L000000071;C000036;WellKart BE Online #0036;S0000054;NW-COLL;Collagen Powder 300g;1;BE-DC2;06/07/2023 00:00;06/07/2023 00:00;12/07/2023 00:00;12/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00000036;L000000096;C000702;HealthPoint PT #0702;S0001038;NW-VITD;Vitamin D3 2000IU;23;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00000080;L000000213;C000366;ZenBasket GR Online #0366;S0000535;NW-SLEEP;Sleep Support Gummies;1;BE-DC2;02/07/2023 00:00;03/07/2023 00:00;07/07/2023 00:00;07/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00000112;L000000294;C000715;ZenBasket RO Online #0715;S0001055;NW-VITD;Vitamin D3 2000IU;1;BE-DC1;01/07/2023 00:00;04/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00000112;L000000295;C000715;ZenBasket RO Online #0715;S0001055;NW-VITC;Vitamin C 1000mg;1;BE-DC1;01/07/2023 00:00;04/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00000137;L000000359;C000509;Intermarche LV #0509;S0000755;NW-MULTI;Multivitamin Daily;133;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;17/07/2023 00:00;17/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00000194;L000000503;C000271;GymMart FR Online #0271;S0000399;NW-VITD;Vitamin D3 2000IU;1;BE-DC1;05/07/2023 00:00;06/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008883;L000000374;C000099;FitNest HR Online #0099;S0000158;NW-SLEEP;Sleep Support Gummies;1;BE-DC2;04/07/2023 00:00;05/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008884;L000000375;C000099;FitNest HR Online #0099;S0000158;NW-VITD;Vitamin D3 2000IU;1;BE-DC1;04/07/2023 00:00;05/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008887;L000000440;C000546;Sparr LT #0546;S0000806;NW-MULTI;Multivitamin Daily;242;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008887;L000000441;C000546;Sparr LT #0546;S0000806;NW-VITC;Vitamin C 1000mg;168;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008887;L000000442;C000546;Sparr LT #0546;S0000806;NW-VITD;Vitamin D3 2000IU;68;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008888;L000000443;C000546;Sparr LT #0546;S0000806;NW-SLEEP;Sleep Support Gummies;7;BE-DC2;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008888;L000000444;C000546;Sparr LT #0546;S0000806;NW-COLL;Collagen Powder 300g;88;BE-DC2;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008889;L000000507;C000053;Sparr BE #0053;S0000077;NW-VITC;Vitamin C 1000mg;22;BE-DC1;02/07/2023 00:00;02/07/2023 00:00;16/07/2023 00:00;16/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008890;L000000508;C000053;Sparr BE #0053;S0000077;NW-SLEEP;Sleep Support Gummies;17;BE-DC2;02/07/2023 00:00;02/07/2023 00:00;16/07/2023 00:00;16/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008917;L000000043;C000085;Tesko BG #0085;S0000133;NW-VITC;Vitamin C 1000mg;44;BE-DC1;03/07/2023 00:00;03/07/2023 00:00;15/07/2023 00:00;15/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008917;L000000044;C000085;Tesko BG #0085;S0000133;NW-VITD;Vitamin D3 2000IU;318;BE-DC1;03/07/2023 00:00;03/07/2023 00:00;15/07/2023 00:00;15/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00008918;L000000045;C000085;Tesko BG #0085;S0000133;NW-COLL;Collagen Powder 300g;139;BE-DC2;03/07/2023 00:00;03/07/2023 00:00;15/07/2023 00:00;15/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00;09/07/2023 00:00
O00000001;L000000001;C000379;CarePharm GR #0379;S0000557;NW-MULTI;Multivitamin Daily;7;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00000001;L000000002;C000379;CarePharm GR #0379;S0000557;NW-VITD;Vitamin D3 2000IU;6;BE-DC1;01/07/2023 00:00;01/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00000138;L000000360;C000811;NutriHub ES Online #0811;S0001189;NW-VITC;Vitamin C 1000mg;1;BE-DC1;06/07/2023 00:00;06/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00000191;L000000498;C000658;NutriPharm PL #0658;S0000974;NW-VITD;Vitamin D3 2000IU;4;BE-DC1;01/07/2023 00:00;04/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00000198;L000000509;C000453;PrimeFuel IT Online #0453;S0000672;NW-VITD;Vitamin D3 2000IU;3;BE-DC1;05/07/2023 00:00;05/07/2023 00:00;12/07/2023 00:00;12/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008879;L000000004;C000033;FitZone AT #0033;S0000048;NW-MULTI;Multivitamin Daily;34;BE-DC1;03/07/2023 00:00;04/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008880;L000000005;C000033;FitZone AT #0033;S0000048;NW-SLEEP;Sleep Support Gummies;41;BE-DC2;03/07/2023 00:00;04/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008895;L000000236;C000158;VitaBox CZ Online #0158;S0000235;NW-SLEEP;Sleep Support Gummies;1;BE-DC2;02/07/2023 00:00;07/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008895;L000000238;C000158;VitaBox CZ Online #0158;S0000235;NW-COLL;Collagen Powder 300g;9;BE-DC2;02/07/2023 00:00;07/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008896;L000000237;C000158;VitaBox CZ Online #0158;S0000235;NW-MULTI;Multivitamin Daily;4;BE-DC1;02/07/2023 00:00;07/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008896;L000000239;C000158;VitaBox CZ Online #0158;S0000235;NW-VITD;Vitamin D3 2000IU;2;BE-DC1;02/07/2023 00:00;07/07/2023 00:00;08/07/2023 00:00;08/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008899;L000000446;C000621;Aldii NL #0621;S0000921;NW-MULTI;Multivitamin Daily;222;BE-DC1;01/07/2023 00:00;02/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008899;L000000447;C000621;Aldii NL #0621;S0000921;NW-VITD;Vitamin D3 2000IU;76;BE-DC1;01/07/2023 00:00;02/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008899;L000000449;C000621;Aldii NL #0621;S0000921;NW-VITC;Vitamin C 1000mg;53;BE-DC1;01/07/2023 00:00;02/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008900;L000000448;C000621;Aldii NL #0621;S0000921;NW-SLEEP;Sleep Support Gummies;103;BE-DC2;01/07/2023 00:00;02/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008923;L000000333;C000114;Auchon HR #0114;S0000176;NW-COLL;Collagen Powder 300g;29;BE-DC2;03/07/2023 00:00;04/07/2023 00:00;18/07/2023 00:00;18/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008923;L000000335;C000114;Auchon HR #0114;S0000176;NW-SLEEP;Sleep Support Gummies;20;BE-DC2;03/07/2023 00:00;04/07/2023 00:00;18/07/2023 00:00;18/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008924;L000000334;C000114;Auchon HR #0114;S0000176;NW-VITD;Vitamin D3 2000IU;181;BE-DC1;03/07/2023 00:00;04/07/2023 00:00;18/07/2023 00:00;18/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008924;L000000336;C000114;Auchon HR #0114;S0000176;NW-MULTI;Multivitamin Daily;42;BE-DC1;03/07/2023 00:00;04/07/2023 00:00;18/07/2023 00:00;18/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008927;L000000451;C000333;Rewee DE #0333;S0000489;NW-VITD;Vitamin D3 2000IU;109;BE-DC1;03/07/2023 00:00;03/07/2023 00:00;16/07/2023 00:00;16/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008927;L000000452;C000333;Rewee DE #0333;S0000489;NW-VITC;Vitamin C 1000mg;231;BE-DC1;03/07/2023 00:00;03/07/2023 00:00;16/07/2023 00:00;16/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008927;L000000453;C000333;Rewee DE #0333;S0000489;NW-MULTI;Multivitamin Daily;39;BE-DC1;03/07/2023 00:00;03/07/2023 00:00;16/07/2023 00:00;16/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008928;L000000454;C000333;Rewee DE #0333;S0000489;NW-SLEEP;Sleep Support Gummies;58;BE-DC2;03/07/2023 00:00;03/07/2023 00:00;16/07/2023 00:00;16/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008953;L000000361;C000453;PrimeFuel IT Online #0453;S0000672;NW-SLEEP;Sleep Support Gummies;1;BE-DC2;06/07/2023 00:00;06/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008954;L000000362;C000453;PrimeFuel IT Online #0453;S0000672;NW-VITC;Vitamin C 1000mg;4;BE-DC1;06/07/2023 00:00;06/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008961;L000000217;C000712;AthletiX PT #0712;S0001051;NW-SLEEP;Sleep Support Gummies;227;BE-DC2;04/07/2023 00:00;04/07/2023 00:00;19/07/2023 00:00;19/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008961;L000000219;C000712;AthletiX PT #0712;S0001051;NW-COLL;Collagen Powder 300g;233;BE-DC2;04/07/2023 00:00;04/07/2023 00:00;19/07/2023 00:00;19/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008962;L000000218;C000712;AthletiX PT #0712;S0001051;NW-MULTI;Multivitamin Daily;107;BE-DC1;04/07/2023 00:00;04/07/2023 00:00;19/07/2023 00:00;19/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00008962;L000000220;C000712;AthletiX PT #0712;S0001051;NW-VITC;Vitamin C 1000mg;51;BE-DC1;04/07/2023 00:00;04/07/2023 00:00;19/07/2023 00:00;19/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00;10/07/2023 00:00
O00000020;L000000059;C000300;Carrefouk FR #0300;S0000438;NW-VITC;Vitamin C 1000mg;79;BE-DC1;02/07/2023 00:00;03/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00
O00000079;L000000212;C000671;Edekae PL #0671;S0000993;NW-VITC;Vitamin C 1000mg;118;BE-DC1;02/07/2023 00:00;03/07/2023 00:00;14/07/2023 00:00;14/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00
O00000095;L000000251;C000596;EuroPharmx MT #0596;S0000884;NW-VITC;Vitamin C 1000mg;7;BE-DC1;04/07/2023 00:00;04/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00
O00000095;L000000252;C000596;EuroPharmx MT #0596;S0000884;NW-VITD;Vitamin D3 2000IU;12;BE-DC1;04/07/2023 00:00;04/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00
O00000095;L000000253;C000596;EuroPharmx MT #0596;S0000884;NW-MULTI;Multivitamin Daily;22;BE-DC1;04/07/2023 00:00;04/07/2023 00:00;13/07/2023 00:00;13/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00
O00008897;L000000354;C000873;Tesko SE #0873;S0001283;NW-MULTI;Multivitamin Daily;57;BE-DC1;04/07/2023 00:00;04/07/2023 00:00;18/07/2023 00:00;18/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00;11/07/2023 00:00
