Ship To ID;Customer ID;Ship To Name;Country
S0000164;C000105;CarePharm HR #0105 - Location 1;HR
S0000165;C000106;PharmaPluz HR #0106 - Location 1;HR
S0000166;C000107;VitaCare HR #0107 - Location 1;HR
S0000167;C000108;HealthPoint HR #0108 - Location 1;HR
S0000168;C000108;HealthPoint HR #0108 - Location 2;HR
S0000169;C000108;HealthPoint HR #0108 - Location 3;HR
S0000170;C000109;NutriPharm HR #0109 - Location 1;HR
S0000171;C000110;Rewee HR #0110 - Location 1;HR
S0000172;C000111;Aldii HR #0111 - Location 1;HR
S0000173;C000112;Carrefouk HR #0112 - Location 1;HR
S0000174;C000113;Edekae HR #0113 - Location 1;HR
S0000175;C000114;Auchon HR #0114 - Location 1;HR
S0000176;C000114;Auchon HR #0114 - Location 2;HR
S0000177;C000115;Carrefouk HR #0115 - Location 1;HR
S0000178;C000116;Tesko HR #0116 - Location 1;HR
S0000179;C000117;Tesko HR #0117 - Location 1;HR
S0000180;C000118;Auchon HR #0118 - Location 1;HR
S0000181;C000118;Auchon HR #0118 - Location 2;HR
S0000182;C000118;Auchon HR #0118 - Location 3;HR
S0000183;C000119;Aldii HR #0119 - Location 1;HR
S0000184;C000119;Aldii HR #0119 - Location 2;HR
S0000185;C000119;Aldii HR #0119 - Location 3;HR
S0000186;C000120;Tesko HR #0120 - Location 1;HR
S0000187;C000121;Rewee HR #0121 - Location 1;HR
S0000188;C000122;AthletiX HR #0122 - Location 1;HR
S0000189;C000123;AthletiX HR #0123 - Location 1;HR
S0000190;C000124;AthletiX HR #0124 - Location 1;HR
S0000191;C000125;Intersportt HR #0125 - Location 1;HR
S0000192;C000126;SportDirekt HR #0126 - Location 1;HR
S0000193;C000127;GymMart CY Online #0127 - Location 1;CY
S0000194;C000128;ZenBasket CY Online #0128 - Location 1;CY
S0000195;C000128;ZenBasket CY Online #0128 - Location 2;CY
S0000196;C000129;GymMart CY Online #0129 - Location 1;CY
S0000197;C000129;GymMart CY Online #0129 - Location 2;CY
S0000198;C000130;FitNest CY Online #0130 - Location 1;CY
S0000199;C000131;ZenBasket CY Online #0131 - Location 1;CY
S0000200;C000132;FitNest CY Online #0132 - Location 1;CY
S0000201;C000133;NutriHub CY Online #0133 - Location 1;CY
S0000202;C000134;NutriHub CY Online #0134 - Location 1;CY
S0000203;C000135;NutriHub CY Online #0135 - Location 1;CY
S0000204;C000136;ZenBasket CY Online #0136 - Location 1;CY
S0000205;C000137;PrimeFuel CY Online #0137 - Location 1;CY
S0000206;C000138;NutriPharm CY #0138 - Location 1;CY
S0000207;C000138;NutriPharm CY #0138 - Location 2;CY
S0000208;C000139;CarePharm CY #0139 - Location 1;CY
S0000209;C000140;MediKore CY #0140 - Location 1;CY
S0000210;C000140;MediKore CY #0140 - Location 2;CY
S0000211;C000141;EuroPharmx CY #0141 - Location 1;CY
S0000212;C000141;EuroPharmx CY #0141 - Location 2;CY
S0000213;C000142;PharmaPluz CY #0142 - Location 1;CY
S0000214;C000143;EuroPharmx CY #0143 - Location 1;CY
S0000215;C000144;PharmaPluz CY #0144 - Location 1;CY
S0000216;C000144;PharmaPluz CY #0144 - Location 2;CY
S0000217;C000145;CarePharm CY #0145 - Location 1;CY
S0000218;C000146;Edekae CY #0146 - Location 1;CY
S0000219;C000146;Edekae CY #0146 - Location 2;CY
S0000220;C000147;Lidll CY #0147 - Location 1;CY
S0000221;C000148;Tesko CY #0148 - Location 1;CY
S0000222;C000149;Edekae CY #0149 - Location 1;CY
S0000223;C000150;Carrefouk CY #0150 - Location 1;CY
S0000224;C000151;SportDirekt CY #0151 - Location 1;CY
S0000225;C000152;AthletiX CY #0152 - Location 1;CY
S0000226;C000152;AthletiX CY #0152 - Location 2;CY
S0000227;C000153;Decathlonn CY #0153 - Location 1;CY
S0000228;C000154;Decathlonn CY #0154 - Location 1;CY
S0000229;C000154;Decathlonn CY #0154 - Location 2;CY
S0000230;C000155;GymMart CZ Online #0155 - Location 1;CZ
S0000231;C000156;WellKart CZ Online #0156 - Location 1;CZ
S0000232;C000156;WellKart CZ Online #0156 - Location 2;CZ
S0000233;C000156;WellKart CZ Online #0156 - Location 3;CZ
S0000234;C000157;ZenBasket CZ Online #0157 - Location 1;CZ
S0000235;C000158;VitaBox CZ Online #0158 - Location 1;CZ
S0000236;C000159;ZenBasket CZ Online #0159 - Location 1;CZ
S0000237;C000160;VitaCare CZ #0160 - Location 1;CZ
S0000238;C000160;VitaCare CZ #0160 - Location 2;CZ
S0000239;C000161;VitaCare CZ #0161 - Location 1;CZ
S0000240;C000162;HealthPoint CZ #0162 - Location 1;CZ
S0000241;C000162;HealthPoint CZ #0162 - Location 2;CZ
S0000242;C000163;VitaCare CZ #0163 - Location 1;CZ
S0000243;C000163;VitaCare CZ #0163 - Location 2;CZ
S0000244;C000164;MediKore CZ #0164 - Location 1;CZ
S0000245;C000164;MediKore CZ #0164 - Location 2;CZ
S0000246;C000165;EuroPharmx CZ #0165 - Location 1;CZ
S0000247;C000166;Tesko CZ #0166 - Location 1;CZ
S0000248;C000166;Tesko CZ #0166 - Location 2;CZ
S0000249;C000167;Aldii CZ #0167 - Location 1;CZ
S0000250;C000168;Edekae CZ #0168 - Location 1;CZ
S0000251;C000169;Auchon CZ #0169 - Location 1;CZ
S0000252;C000170;Sparr CZ #0170 - Location 1;CZ
S0000253;C000171;Rewee CZ #0171 - Location 1;CZ
S0000254;C000172;Intermarche CZ #0172 - Location 1;CZ
S0000255;C000172;Intermarche CZ #0172 - Location 2;CZ
S0000256;C000172;Intermarche CZ #0172 - Location 3;CZ
S0000257;C000173;Edekae CZ #0173 - Location 1;CZ
S0000258;C000174;Tesko CZ #0174 - Location 1;CZ
S0000259;C000175;Auchon CZ #0175 - Location 1;CZ
S0000260;C000176;Carrefouk CZ #0176 - Location 1;CZ
S0000261;C000177;Auchon CZ #0177 - Location 1;CZ
S0000262;C000178;SportDirekt CZ #0178 - Location 1;CZ
S0000263;C000178;SportDirekt CZ #0178 - Location 2;CZ
S0000264;C000178;SportDirekt CZ #0178 - Location 3;CZ
S0000265;C000179;AthletiX CZ #0179 - Location 1;CZ
S0000266;C000179;AthletiX CZ #0179 - Location 2;CZ
S0000267;C000179;AthletiX CZ #0179 - Location 3;CZ
S0000268;C000180;Decatlon CZ #0180 - Location 1;CZ
S0000269;C000181;Decathlonn CZ #0181 - Location 1;CZ
S0000270;C000181;Decathlonn CZ #0181 - Location 2;CZ
S0000271;C000181;Decathlonn CZ #0181 - Location 3;CZ
S0000272;C000182;FitZone CZ #0182 - Location 1;CZ
S0000273;C000182;FitZone CZ #0182 - Location 2;CZ
S0000274;C000182;FitZone CZ #0182 - Location 3;CZ
S0000275;C000183;FitNest DK Online #0183 - Location 1;DK
S0000276;C000183;FitNest DK Online #0183 - Location 2;DK
S0000277;C000184;WellKart DK Online #0184 - Location 1;DK
S0000278;C000185;FitNest DK Online #0185 - Location 1;DK
S0000279;C000186;NutriHub DK Online #0186 - Location 1;DK
S0000280;C000187;PharmaPluz DK #0187 - Location 1;DK
S0000281;C000188;CarePharm DK #0188 - Location 1;DK
S0000282;C000189;NutriPharm DK #0189 - Location 1;DK
S0000283;C000190;PharmaPluz DK #0190 - Location 1;DK
S0000284;C000191;Lidll DK #0191 - Location 1;DK
S0000285;C000192;Edekae DK #0192 - Location 1;DK
S0000286;C000193;Aldii DK #0193 - Location 1;DK
S0000287;C000193;Aldii DK #0193 - Location 2;DK
S0000288;C000194;Carrefouk DK #0194 - Location 1;DK
S0000289;C000195;Rewee DK #0195 - Location 1;DK
S0000290;C000196;Carrefouk DK #0196 - Location 1;DK
S0000291;C000196;Carrefouk DK #0196 - Location 2;DK
S0000292;C000196;Carrefouk DK #0196 - Location 3;DK
S0000293;C000197;Lidll DK #0197 - Location 1;DK
S0000294;C000198;Intermarche DK #0198 - Location 1;DK
S0000295;C000198;Intermarche DK #0198 - Location 2;DK
S0000296;C000198;Intermarche DK #0198 - Location 3;DK
S0000297;C000199;Rewee DK #0199 - Location 1;DK
S0000298;C000199;Rewee DK #0199 - Location 2;DK
S0000299;C000200;Aldii DK #0200 - Location 1;DK
S0000300;C000201;Lidll DK #0201 - Location 1;DK
S0000301;C000201;Lidll DK #0201 - Location 2;DK
S0000302;C000202;Sparr DK #0202 - Location 1;DK
S0000303;C000203;Sparr DK #0203 - Location 1;DK
S0000304;C000204;Edekae DK #0204 - Location 1;DK
S0000305;C000205;Decathlonn DK #0205 - Location 1;DK
S0000306;C000206;Decatlon DK #0206 - Location 1;DK
S0000307;C000207;ProSport DK #0207 - Location 1;DK
S0000308;C000208;AthletiX DK #0208 - Location 1;DK
S0000309;C000209;Intersportt DK #0209 - Location 1;DK
S0000310;C000209;Intersportt DK #0209 - Location 2;DK
S0000311;C000209;Intersportt DK #0209 - Location 3;DK
S0000312;C000210;FitZone DK #0210 - Location 1;DK
S0000313;C000211;WellKart EE Online #0211 - Location 1;EE
S0000314;C000212;NutriHub EE Online #0212 - Location 1;EE
S0000315;C000213;WellKart EE Online #0213 - Location 1;EE
S0000316;C000214;NutriHub EE Online #0214 - Location 1;EE
S0000317;C000215;CarePharm EE #0215 - Location 1;EE
S0000318;C000215;CarePharm EE #0215 - Location 2;EE
S0000319;C000216;HealthPoint EE #0216 - Location 1;EE
S0000320;C000216;HealthPoint EE #0216 - Location 2;EE
S0000321;C000217;EuroPharmx EE #0217 - Location 1;EE
S0000322;C000218;HealthPoint EE #0218 - Location 1;EE
S0000323;C000219;Tesko EE #0219 - Location 1;EE
S0000324;C000220;Edekae EE #0220 - Location 1;EE
S0000325;C000221;Rewee EE #0221 - Location 1;EE
S0000326;C000221;Rewee EE #0221 - Location 2;EE
S0000327;C000222;Auchon EE #0222 - Location 1;EE
S0000328;C000222;Auchon EE #0222 - Location 2;EE
S0000329;C000222;Auchon EE #0222 - Location 3;EE
S0000330;C000223;Carrefouk EE #0223 - Location 1;EE
S0000331;C000224;Tesko EE #0224 - Location 1;EE
S0000332;C000225;Carrefouk EE #0225 - Location 1;EE
S0000333;C000226;Rewee EE #0226 - Location 1;EE
S0000334;C000227;Aldii EE #0227 - Location 1;EE
S0000335;C000228;Aldii EE #0228 - Location 1;EE
S0000336;C000229;Rewee EE #0229 - Location 1;EE
S0000337;C000230;Edekae EE #0230 - Location 1;EE
S0000338;C000230;Edekae EE #0230 - Location 2;EE
S0000339;C000231;Tesko EE #0231 - Location 1;EE
S0000340;C000231;Tesko EE #0231 - Location 2;EE
S0000341;C000232;Edekae EE #0232 - Location 1;EE
S0000342;C000232;Edekae EE #0232 - Location 2;EE
S0000343;C000233;ProSport EE #0233 - Location 1;EE
S0000344;C000233;ProSport EE #0233 - Location 2;EE
S0000345;C000234;Intersportt EE #0234 - Location 1;EE
S0000346;C000234;Intersportt EE #0234 - Location 2;EE
S0000347;C000235;ProSport EE #0235 - Location 1;EE
S0000348;C000236;Decathlonn EE #0236 - Location 1;EE
S0000349;C000237;ProSport EE #0237 - Location 1;EE
S0000350;C000238;SportDirekt EE #0238 - Location 1;EE
S0000351;C000239;ZenBasket FI Online #0239 - Location 1;FI
S0000352;C000239;ZenBasket FI Online #0239 - Location 2;FI
S0000353;C000240;WellKart FI Online #0240 - Location 1;FI
S0000354;C000241;PulseMarket FI Online #0241 - Location 1;FI
S0000355;C000241;PulseMarket FI Online #0241 - Location 2;FI
S0000356;C000242;VitaBox FI Online #0242 - Location 1;FI
S0000357;C000243;MediKore FI #0243 - Location 1;FI
S0000358;C000244;MediKore FI #0244 - Location 1;FI
S0000359;C000245;PharmaPluz FI #0245 - Location 1;FI
S0000360;C000245;PharmaPluz FI #0245 - Location 2;FI
S0000361;C000246;PharmaPluz FI #0246 - Location 1;FI
S0000362;C000247;Sparr FI #0247 - Location 1;FI
S0000363;C000247;Sparr FI #0247 - Location 2;FI
S0000364;C000248;Rewee FI #0248 - Location 1;FI
S0000365;C000249;Rewee FI #0249 - Location 1;FI
S0000366;C000249;Rewee FI #0249 - Location 2;FI
S0000367;C000250;Rewee FI #0250 - Location 1;FI
S0000368;C000251;Tesko FI #0251 - Location 1;FI
S0000369;C000252;Tesko FI #0252 - Location 1;FI
S0000370;C000253;Aldii FI #0253 - Location 1;FI
S0000371;C000253;Aldii FI #0253 - Location 2;FI
S0000372;C000253;Aldii FI #0253 - Location 3;FI
S0000373;C000254;Rewee FI #0254 - Location 1;FI
S0000374;C000255;Sparr FI #0255 - Location 1;FI
S0000375;C000255;Sparr FI #0255 - Location 2;FI
S0000376;C000256;Auchon FI #0256 - Location 1;FI
S0000377;C000257;Edekae FI #0257 - Location 1;FI
S0000378;C000257;Edekae FI #0257 - Location 2;FI
S0000379;C000258;Aldii FI #0258 - Location 1;FI
S0000380;C000259;Sparr FI #0259 - Location 1;FI
S0000381;C000260;Rewee FI #0260 - Location 1;FI
S0000382;C000260;Rewee FI #0260 - Location 2;FI
S0000383;C000261;Decatlon FI #0261 - Location 1;FI
S0000384;C000262;FitZone FI #0262 - Location 1;FI
S0000385;C000262;FitZone FI #0262 - Location 2;FI
S0000386;C000263;Decatlon FI #0263 - Location 1;FI
S0000387;C000263;Decatlon FI #0263 - Location 2;FI
S0000388;C000263;Decatlon FI #0263 - Location 3;FI
S0000389;C000264;Decathlonn FI #0264 - Location 1;FI
S0000390;C000265;Intersportt FI #0265 - Location 1;FI
S0000391;C000266;Decatlon FI #0266 - Location 1;FI
S0000392;C000266;Decatlon FI #0266 - Location 2;FI
S0000393;C000267;PulseMarket FR Online #0267 - Location 1;FR
S0000394;C000268;FitNest FR Online #0268 - Location 1;FR
S0000395;C000269;VitaBox FR Online #0269 - Location 1;FR
S0000396;C000270;PrimeFuel FR Online #0270 - Location 1;FR
S0000397;C000270;PrimeFuel FR Online #0270 - Location 2;FR
S0000398;C000270;PrimeFuel FR Online #0270 - Location 3;FR
S0000399;C000271;GymMart FR Online #0271 - Location 1;FR
S0000400;C000272;GymMart FR Online #0272 - Location 1;FR
S0000401;C000273;NutriHub FR Online #0273 - Location 1;FR
S0000402;C000273;NutriHub FR Online #0273 - Location 2;FR
S0000403;C000274;VitaBox FR Online #0274 - Location 1;FR
S0000404;C000275;WellKart FR Online #0275 - Location 1;FR
S0000405;C000276;ZenBasket FR Online #0276 - Location 1;FR
S0000406;C000277;ZenBasket FR Online #0277 - Location 1;FR
S0000407;C000277;ZenBasket FR Online #0277 - Location 2;FR
S0000408;C000278;MediKore FR #0278 - Location 1;FR
S0000409;C000279;CarePharm FR #0279 - Location 1;FR
S0000410;C000279;CarePharm FR #0279 - Location 2;FR
S0000411;C000280;CarePharm FR #0280 - Location 1;FR
S0000412;C000280;CarePharm FR #0280 - Location 2;FR
S0000413;C000281;EuroPharmx FR #0281 - Location 1;FR
S0000414;C000282;CarePharm FR #0282 - Location 1;FR
S0000415;C000283;VitaCare FR #0283 - Location 1;FR
S0000416;C000283;VitaCare FR #0283 - Location 2;FR
S0000417;C000283;VitaCare FR #0283 - Location 3;FR
S0000418;C000284;VitaCare FR #0284 - Location 1;FR
S0000419;C000285;CarePharm FR #0285 - Location 1;FR
S0000420;C000286;EuroPharmx FR #0286 - Location 1;FR
S0000421;C000286;EuroPharmx FR #0286 - Location 2;FR
S0000422;C000287;VitaCare FR #0287 - Location 1;FR
S0000423;C000288;Intermarche FR #0288 - Location 1;FR
S0000424;C000289;Intermarche FR #0289 - Location 1;FR
S0000425;C000289;Intermarche FR #0289 - Location 2;FR
S0000426;C000290;Intermarche FR #0290 - Location 1;FR
S0000427;C000291;Lidll FR #0291 - Location 1;FR
S0000428;C000292;Tesko FR #0292 - Location 1;FR
S0000429;C000293;Lidll FR #0293 - Location 1;FR
S0000430;C000294;Tesko FR #0294 - Location 1;FR
S0000431;C000294;Tesko FR #0294 - Location 2;FR
S0000432;C000295;Sparr FR #0295 - Location 1;FR
S0000433;C000296;Sparr FR #0296 - Location 1;FR
S0000434;C000297;Rewee FR #0297 - Location 1;FR
S0000435;C000297;Rewee FR #0297 - Location 2;FR
S0000436;C000298;Aldii FR #0298 - Location 1;FR
S0000437;C000299;Sparr FR #0299 - Location 1;FR
S0000438;C000300;Carrefouk FR #0300 - Location 1;FR
S0000439;C000300;Carrefouk FR #0300 - Location 2;FR
S0000440;C000301;Lidll FR #0301 - Location 1;FR
S0000441;C000302;Intermarche FR #0302 - Location 1;FR
S0000442;C000303;Tesko FR #0303 - Location 1;FR
S0000443;C000304;Rewee FR #0304 - Location 1;FR
S0000444;C000304;Rewee FR #0304 - Location 2;FR
S0000445;C000304;Rewee FR #0304 - Location 3;FR
S0000446;C000305;Intermarche FR #0305 - Location 1;FR
S0000447;C000306;Lidll FR #0306 - Location 1;FR
S0000448;C000306;Lidll FR #0306 - Location 2;FR
S0000449;C000306;Lidll FR #0306 - Location 3;FR
S0000450;C000307;Edekae FR #0307 - Location 1;FR
S0000451;C000307;Edekae FR #0307 - Location 2;FR
S0000452;C000307;Edekae FR #0307 - Location 3;FR
S0000453;C000308;Decatlon FR #0308 - Location 1;FR
S0000454;C000308;Decatlon FR #0308 - Location 2;FR
S0000455;C000309;Intersportt FR #0309 - Location 1;FR
S0000456;C000309;Intersportt FR #0309 - Location 2;FR
S0000457;C000309;Intersportt FR #0309 - Location 3;FR
S0000458;C000310;ProSport FR #0310 - Location 1;FR
S0000459;C000310;ProSport FR #0310 - Location 2;FR
S0000460;C000311;ProSport FR #0311 - Location 1;FR
S0000461;C000312;Decathlonn FR #0312 - Location 1;FR
S0000462;C000312;Decathlonn FR #0312 - Location 2;FR
S0000463;C000313;Decathlonn FR #0313 - Location 1;FR
S0000464;C000314;Decathlonn FR #0314 - Location 1;FR
S0000465;C000314;Decathlonn FR #0314 - Location 2;FR
S0000466;C000315;Intersportt FR #0315 - Location 1;FR
S0000467;C000316;SportDirekt FR #0316 - Location 1;FR
S0000468;C000316;SportDirekt FR #0316 - Location 2;FR
S0000469;C000317;NutriHub DE Online #0317 - Location 1;DE
S0000470;C000318;FitNest DE Online #0318 - Location 1;DE
S0000471;C000319;GymMart DE Online #0319 - Location 1;DE
S0000472;C000320;NutriHub DE Online #0320 - Location 1;DE
S0000473;C000320;NutriHub DE Online #0320 - Location 2;DE
S0000474;C000321;ZenBasket DE Online #0321 - Location 1;DE
S0000475;C000322;ZenBasket DE Online #0322 - Location 1;DE
